Freq.	V(vout)
Step Information: C1val=90n  (Run: 1/3)
9.44060876285936e+002	1.28146987425125e-004,-3.62990176952498e-003
9.54992586021449e+002	1.39988786909054e-004,-3.67116182628252e-003
9.66050878989826e+002	1.52099433451951e-004,-3.71282993234119e-003
9.77237220955824e+002	1.64484558270433e-004,-3.75490893490575e-003
9.88553094656952e+002	1.77149902184554e-004,-3.79740164943416e-003
1.00000000000001e+003	1.90101317093098e-004,-3.84031085732556e-003
1.01157945425991e+003	2.03344767440791e-004,-3.88363930353138e-003
1.02329299228077e+003	2.16886331675586e-004,-3.92738969408787e-003
1.03514216667936e+003	2.30732203694134e-004,-3.97156469356808e-003
1.04712854805091e+003	2.44888694273289e-004,-4.01616692245171e-003
1.05925372517730e+003	2.59362232485585e-004,-4.06119895441094e-003
1.07151930523762e+003	2.74159367096414e-004,-4.10666331351042e-003
1.08392691402122e+003	2.89286767940447e-004,-4.15256247131981e-003
1.09647819614320e+003	3.04751227274958e-004,-4.19889884393687e-003
1.10917481526242e+003	3.20559661107313e-004,-4.24567478891955e-003
1.12201845430198e+003	3.36719110494025e-004,-4.29289260212525e-003
1.13501081567233e+003	3.53236742808386e-004,-4.34055451445553e-003
1.14815362149690e+003	3.70119852973852e-004,-4.38866268850462e-003
1.16144861384036e+003	3.87375864659936e-004,-4.43721921511007e-003
1.17489755493955e+003	4.05012331437490e-004,-4.48622610980392e-003
1.18850222743704e+003	4.23036937889889e-004,-4.53568530916268e-003
1.20226443461743e+003	4.41457500676663e-004,-4.58559866705489e-003
1.21618600064639e+003	4.60281969545895e-004,-4.63596795078438e-003
1.23026877081240e+003	4.79518428291543e-004,-4.68679483712819e-003
1.24451461177140e+003	4.99175095651758e-004,-4.73808090826745e-003
1.25892541179419e+003	5.19260326144043e-004,-4.78982764761021e-003
1.27350308101668e+003	5.39782610833033e-004,-4.84203643550475e-003
1.28824955169315e+003	5.60750578026358e-004,-4.89470854484254e-003
1.30316677845232e+003	5.82172993894096e-004,-4.94784513654952e-003
1.31825673855643e+003	6.04058763006985e-004,-5.00144725496495e-003
1.33352143216334e+003	6.26416928788518e-004,-5.05551582310695e-003
1.34896288259167e+003	6.49256673875727e-004,-5.11005163782412e-003
1.36458313658895e+003	6.72587320383507e-004,-5.16505536483248e-003
1.38038426460291e+003	6.96418330066971e-004,-5.22052753363747e-003
1.39636836105596e+003	7.20759304376227e-004,-5.27646853234069e-003
1.41253754462278e+003	7.45619984397769e-004,-5.33287860233123e-003
1.42889395851113e+003	7.71010250676602e-004,-5.38975783286167e-003
1.44543977074595e+003	7.96940122912908e-004,-5.44710615550884e-003
1.46217717445674e+003	8.23419759526930e-004,-5.50492333852015e-003
1.47910838816823e+003	8.50459457085647e-004,-5.56320898104560e-003
1.49623565609446e+003	8.78069649584565e-004,-5.62196250725680e-003
1.51356124843623e+003	9.06260907577830e-004,-5.68118316035374e-003
1.53108746168206e+003	9.35043937149643e-004,-5.74086999646090e-003
1.54881661891251e+003	9.64429578719886e-004,-5.80102187841417e-003
1.56675107010817e+003	9.94428805676587e-004,-5.86163746944038e-003
1.58489319246114e+003	1.02505272282790e-003,-5.92271522673185e-003
1.60324539069007e+003	1.05631256466585e-003,-5.98425339491815e-003
1.62181009735896e+003	1.08821969343418e-003,-6.04624999943802e-003
1.64058977319957e+003	1.12078559699242e-003,-6.10870283981458e-003
1.65958690743759e+003	1.15402188646822e-003,-6.17160948283719e-003
1.67880401812259e+003	1.18794029368967e-003,-6.23496725565396e-003
1.69824365246177e+003	1.22255266838966e-003,-6.29877323877894e-003
1.71790838715762e+003	1.25787097517361e-003,-6.36302425901893e-003
1.73780082874941e+003	1.29390729024251e-003,-6.42771688232455e-003
1.75792361395872e+003	1.33067379786255e-003,-6.49284740657144e-003
1.77827941003895e+003	1.36818278657295e-003,-6.55841185427728e-003
1.79887091512882e+003	1.40644664512340e-003,-6.62440596526112e-003
1.81970085861001e+003	1.44547785813242e-003,-6.69082518925199e-003
1.84077200146899e+003	1.48528900145829e-003,-6.75766467845391e-003
1.86208713666290e+003	1.52589273727360e-003,-6.82491928007564e-003
1.88364908948983e+003	1.56730180883539e-003,-6.89258352883309e-003
1.90546071796328e+003	1.60952903494187e-003,-6.96065163943392e-003
1.92752491319097e+003	1.65258730406771e-003,-7.02911749905343e-003
1.94984459975808e+003	1.69648956816955e-003,-7.09797465981217e-003
1.97242273611489e+003	1.74124883615340e-003,-7.16721633126588e-003
1.99526231496892e+003	1.78687816699626e-003,-7.23683537291905e-003
2.01836636368160e+003	1.83339066251396e-003,-7.30682428677416e-003
2.04173794466957e+003	1.88079945976775e-003,-7.37717520992920e-003
2.06538015581057e+003	1.92911772310242e-003,-7.44787990723645e-003
2.08929613085408e+003	1.97835863580894e-003,-7.51892976403667e-003
2.11348903983669e+003	2.02853539140497e-003,-7.59031577898307e-003
2.13796208950227e+003	2.07966118452705e-003,-7.66202855697031e-003
2.16271852372706e+003	2.13174920142854e-003,-7.73405830218424e-003
2.18776162394959e+003	2.18481261007805e-003,-7.80639481128907e-003
2.21309470960568e+003	2.23886454985341e-003,-7.87902746676903e-003
2.23872113856838e+003	2.29391812082693e-003,-7.95194523044240e-003
2.26464430759310e+003	2.34998637263814e-003,-8.02513663716634e-003
2.29086765276781e+003	2.40708229295112e-003,-8.09858978875185e-003
2.31739464996852e+003	2.46521879549373e-003,-8.17229234810837e-003
2.34422881531997e+003	2.52440870767749e-003,-8.24623153363872e-003
2.37137370566170e+003	2.58466475779701e-003,-8.32039411390531e-003
2.39883291901954e+003	2.64599956180902e-003,-8.39476640258907e-003
2.42661009508246e+003	2.70842560969208e-003,-8.46933425376377e-003
2.45470891568508e+003	2.77195525138866e-003,-8.54408305750787e-003
2.48313310529562e+003	2.83660068233253e-003,-8.61899773587775e-003
2.51188643150963e+003	2.90237392856555e-003,-8.69406273926566e-003
2.54097270554935e+003	2.96928683144876e-003,-8.76926204316680e-003
2.57039578276891e+003	3.03735103197410e-003,-8.84457914538013e-003
2.60015956316532e+003	3.10657795468426e-003,-8.91999706366776e-003
2.63026799189543e+003	3.17697879120939e-003,-8.99549833389826e-003
2.66072505979886e+003	3.24856448343082e-003,-9.07106500869964e-003
2.69153480392697e+003	3.32134570628316e-003,-9.14667865664722e-003
2.72270130807796e+003	3.39533285020788e-003,-9.22232036201283e-003
2.75422870333822e+003	3.47053600327257e-003,-9.29797072510084e-003
2.78612116862982e+003	3.54696493297195e-003,-9.37360986319719e-003
2.81838293126451e+003	3.62462906772803e-003,-9.44921741215705e-003
2.85101826750396e+003	3.70353747810857e-003,-9.52477252865701e-003
2.88403150312666e+003	3.78369885778455e-003,-9.60025389313693e-003
2.91742701400122e+003	3.86512150424899e-003,-9.67563971345671e-003
2.95120922666644e+003	3.94781329932138e-003,-9.75090772929244e-003
2.98538261891802e+003	4.03178168946334e-003,-9.82603521729612e-003
3.01995172040207e+003	4.11703366593319e-003,-9.90099899704217e-003
3.05492111321557e+003	4.20357574480870e-003,-9.97577543778348e-003
3.09029543251365e+003	4.29141394690901e-003,-1.00503404660389e-002
3.12607936712402e+003	4.38055377764859e-003,-1.01246695740325e-002
3.16227766016844e+003	4.47100020685766e-003,-1.01987378290048e-002
3.19889510969146e+003	4.56275764860540e-003,-1.02725198834139e-002
3.23593656929635e+003	4.65582994106385e-003,-1.03459899860437e-002
3.27340694878845e+003	4.75022032645210e-003,-1.04191219940356e-002
3.31131121482598e+003	4.84593143110195e-003,-1.04918893858556e-002
3.34965439157834e+003	4.94296524568782e-003,-1.05642652752116e-002
3.38844156139209e+003	5.04132310566536e-003,-1.06362224259289e-002
